flow_rate_L_min,concentration_mol_L,inlet_temperature_K,length_m,jacket_temperature_K,overall_yield
3.2972016477234,1.8582431087357718,351.0023606121528,19.534552945388384,345.98434608996547,94.194
65.16773027379142,4.12713870503381,489.8207416729253,25.749704727581367,468.598675143623,0.0
66.85464324392495,1.1185884146265361,488.5876425154671,16.565080733460952,415.7792152283826,0.002
59.98360184519366,4.122427929853345,398.20933514807257,10.059159730575967,548.6746427100547,82.791
36.75941795309704,1.4915820852098105,426.88214769643065,9.852391333408022,478.728933585752,7.968
34.80871636944634,0.36682924124182886,381.9472011319441,3.0648977470823313,415.8325782815098,28.723
31.06519574352607,1.7918523398869177,357.9358716080032,13.622997666067123,517.9748681568303,0.0
50.487539263117725,0.9312696104225497,422.59871706455993,4.2977573645039255,521.0398541509547,79.091
16.213345020986786,2.420961002750808,443.42585287048263,8.611913826378949,380.71232302057456,89.392
66.47015869144542,3.0536290960896846,445.028985359272,2.961490621289678,476.80735658106295,65.155
18.053091942305024,2.169105587962741,381.71259347820023,23.71173109464682,449.7548815361199,0.0
81.88763055028693,1.1577013170736337,499.318441834124,11.52558454259694,439.52722242188753,0.0
77.8559435280022,0.8450025620204626,358.1699145180864,24.29312496222858,455.5202005734084,81.878
65.91134375863761,2.437451438235006,446.19333440272027,11.322986067045969,385.3013677481412,85.596
36.50582259185398,2.923856073240587,357.30634766795566,12.228176875131002,452.1807375814426,75.248
43.94664363447511,3.394348837662145,490.9159140990046,8.426255280807906,485.57370757976673,0.0
28.273984008273146,1.6927564476278332,447.7939454650159,21.916040213613037,418.946612695697,9.395
14.037760348858127,4.0739792707471025,501.0607530289768,19.254029016010254,384.70147327485176,0.0
45.29869940241818,0.442903507164684,352.282186786233,1.4041982144172582,529.5043375115064,3.667
74.18440158656325,2.05021161577141,468.17006163424156,1.342255271412791,381.7940885935249,60.145
43.66320287568503,0.6607390777145624,476.678350309984,17.68718670371726,422.5951398016634,1.266
22.35242420681417,2.766774065380128,439.9851412974529,14.040862890028029,459.793424886405,0.0
39.56070008132389,3.3904845937938797,382.08499227170216,5.466364153886639,533.0719020086963,64.664
15.437059033367824,2.289597716323145,352.1293775179029,19.23014098836251,492.75588261458927,0.0
2.772017675182405,0.39581023357058015,490.5739550004581,17.467189926349842,462.76967958198793,0.0
80.49616035901413,4.00233536466016,406.2618653225018,1.81194310907056,366.75443537095634,15.197
51.596664858400274,3.939790166169848,497.1204681255854,6.298638508756666,343.638122375528,0.0
17.67495284971662,0.9888235464428503,389.5586923878129,24.495262552179888,546.1973107113987,0.0
8.83968232799929,3.184255446608715,384.6594109914629,18.154940712738163,366.23295248764305,92.732
57.04751416133847,0.9724086608689829,469.5742078180995,20.695023429568295,533.2804597438475,0.0
70.87561391800162,0.8248321860258264,384.3103361127982,10.992249747368243,399.36374190335897,44.202
33.85391173156596,1.644085456441934,445.17029847435697,12.427664195195684,484.6690556760436,0.0
20.352031415081456,0.47646625299045947,416.02799358811166,13.929438578303758,550.9098009561909,0.0
33.00060527124567,1.2892898104150374,446.3066249618404,10.334397131975425,521.3103246414194,0.0
5.328720782712823,1.020364928361087,351.0475360954129,1.2958753432810313,485.8053331385666,75.06
17.78951992573751,2.0935302386685426,345.47842650961036,22.399564840207308,350.74773162885674,50.2
22.502098257647184,3.037315125999531,431.68456117193296,14.880471020826606,355.69919012797004,85.472
45.48647673584083,0.8282306062162152,497.2340530129118,20.140946583684848,394.1616308428131,0.01
9.35279789391359,0.6216818966664293,456.04782164119695,2.4672237163294373,476.85098649129145,1.162
48.36639679830125,3.7778759315387647,407.8049297162182,11.541024230783457,423.7803024272768,74.681
45.40678911541687,0.5842866162573803,406.59667146180874,6.565326855064886,408.7440011209515,69.335
20.810846084060636,3.1475510530633,430.00858702725924,25.032402600347382,389.43691478709843,89.463
25.745616630489998,1.065955067506399,387.3188575470425,3.290432993806651,511.14091481687143,69.557
78.73811587182068,0.5882024728334321,368.8242118367182,14.560283703957644,414.5719149075409,41.493
16.031655638096144,1.4279278352904217,430.94564973713443,7.801919844195995,546.937885965307,0.0
82.9667844344859,3.7493568683539626,364.63538999751034,8.224595935084123,398.28744160789824,14.256
36.357774468594016,2.6536601077683613,485.5914673114877,9.153825130144895,495.4379816238295,0.0
77.0750321092104,3.1819607426355807,346.5385716175509,23.895357297163223,473.27615216528636,74.181
19.906980293737533,1.412222784170039,403.355104042547,21.387501823356033,407.21978220544,77.935
13.153112534578645,2.05418975833242,482.17902302626305,10.370043678440057,372.4727761165249,0.002
12.986439585068542,0.7185504253895001,459.22676903230064,23.20450468720038,506.6003290994049,0.0
34.605614572185026,1.7067297756914388,373.76995153504356,23.304613002098254,510.96351762369716,0.0
63.73477524571365,4.062671920120557,448.26259680967325,6.686555525907823,430.2206517843174,79.584
56.80113108316276,3.365500102542495,504.3160161674532,13.091333763409585,408.09860056711847,0.0
73.68556618717959,3.5756595528764406,380.4603767844999,5.289632385643939,414.799340190521,19.117
18.61096935962931,1.8110933552425865,498.1848508287167,16.464320624964213,401.97855100359243,0.0
76.27948850433174,2.727861757292884,422.2677017249379,3.489678906523043,484.35922568045265,47.821
29.395685804727833,2.201774383877025,366.31062757148226,24.03934638089456,435.69545031107305,19.185
59.97717724299677,1.8837554390566469,475.08320421278347,11.560737440300747,450.44959810837145,0.0
39.502730166573805,1.5110314941465655,446.9853326946834,26.13688609695394,345.9218544345751,89.436
36.84133508132421,1.4177921251261858,423.11793254353415,6.072179842561905,480.2820488511169,80.542
55.30498266420953,3.6980182829275403,376.2765574409958,1.6410259595093601,541.2062676666937,9.293
16.426107063301153,3.685139419030764,403.32277275360735,4.4550547756552525,534.4145340423447,0.0
21.872930355632505,4.112428013236513,417.7561573966152,13.365014782448352,448.4739498667145,0.0
58.65699840120836,2.50570201101508,353.0219455893966,24.94862138821039,473.39407692278445,81.814
20.785115892978702,3.205745533397412,437.60121637846294,9.098448193528956,507.67873074998596,0.0
12.710434728921726,0.7582726250861824,473.2653431287066,26.101938064157927,371.38394468367846,81.17
65.30867332834289,2.3528501776729063,460.9813226605464,15.96025879214692,466.20892257592374,0.0
65.80666263786014,2.887841790106645,350.3215857845286,8.79517800654096,433.74458313288164,17.513
12.483004457620977,1.1148080345406783,451.7522876304463,20.58971179136263,522.2634866208273,0.0
37.93179686662903,3.968060010099807,474.0693702883183,17.07903866101249,389.21994104927444,0.0
80.57820364194384,3.6611148178530155,370.1392097824401,23.559322764322513,519.0996983387147,70.46
72.54147650543253,2.3893008777936724,369.72920884118196,23.46635823576096,440.15327510397645,76.335
66.87173847814906,2.789031709954852,446.9487752403609,18.547731671044865,525.8710015441109,0.0
42.192452064485884,3.584081336020151,433.06970796374253,5.555948299228007,412.79664157168304,74.711
17.0406991152797,2.286696520744702,469.7008479996186,3.000389025088813,522.3769008725758,0.0
59.0100045924582,2.247228530250011,385.2685693669966,6.955963791542305,501.31151249679874,55.252
24.67358349098175,1.3081797800191268,365.10079817216325,8.878648058989238,522.1238186635017,0.128
5.203846787832093,1.0898945385538563,491.81874479288103,16.73613120995942,470.34476019864053,0.0
29.77155628841104,1.1223064782289982,501.2816726619304,23.877378618070782,401.5735258731535,0.0
26.196041205776865,0.4187840973986964,405.31258145487146,4.847750604181623,393.0740199497298,72.167
64.95405952423658,2.563236486504339,446.82481502952385,2.5443823463393884,420.4953028609746,61.867
61.91594877960652,1.9449294448868093,472.40525085826266,7.069199895104506,501.6839861532143,0.0
33.765297157932544,1.6341135536032514,367.39051813075463,11.606698769192496,434.30971000801856,78.548
73.79326076063043,1.4541494474972656,347.61256254110754,12.31312653447042,526.1597445034922,56.716
33.12183633604053,1.8732710615908563,381.90858753848283,8.605573889976101,494.82963321139323,83.553
25.782057168002346,2.71085303027492,362.5709545468252,9.149996005680471,481.40914080905213,85.353
82.3676409154928,1.658387817072593,487.322306982382,15.180660094273813,489.8718231718782,0.0
51.10199677411883,1.754803806661263,367.5184715652812,11.682440691178675,555.2023114602715,58.597
34.75186223711708,1.0579089754317383,403.98160459323765,15.934851291991082,522.759446898752,0.0
52.96504935771914,0.8400030665949274,349.413421956379,8.990050503377848,425.6649777508261,24.708
29.326627981335825,2.927325840629282,484.89614580701004,6.184669349686262,362.75312632446605,0.0
34.1785870350242,0.9365941538632908,422.5169350245591,25.88696214190536,450.7394983382958,1.198
72.73348258449116,2.8048757679648317,474.69576547667106,18.763997795025883,404.632734063673,0.0
31.614353501891813,2.8897508940656773,457.6641571834044,4.676128538693389,555.3317686292495,0.0
41.05923371655127,2.1648707785391843,407.2468156164081,3.5977000385979023,443.1990485883897,52.331
12.85195097818695,1.4322761800517632,480.2772933527048,9.733303837051244,461.30582888211006,0.0
57.865744680400425,2.7850088667003936,480.7505021918362,13.270433999511786,510.74704680930665,0.0
74.10399570598526,2.9779267928979913,357.68779850828423,14.269277260923694,362.88876970983273,16.289
37.39230180044731,2.7242564464101418,476.20505835749634,24.215314552327772,456.8494190913583,0.0
56.05995070064872,2.547754779791023,453.93991585813137,6.723731150631684,372.7781712909743,83.28
41.883072445725695,3.5082146680750337,470.52198773439227,25.58991520828489,414.7319771307551,0.0
9.175537259396323,3.722653072847179,464.3218734551857,16.284526224486196,445.3911220295055,0.0
10.09083523897219,0.5944132450676798,398.55457250798963,18.79868056597939,518.2485470652747,0.0
66.82993795231421,2.4312375465340526,344.6430851514137,10.09842376506861,551.7520155923814,51.087
60.65477133235986,2.041556447748304,358.5071133709341,25.91964725622721,520.5939324845021,0.0
37.47613779281016,2.5954344034314025,410.24619853416294,5.249474056671021,432.0325063972243,66.99
24.921940417511628,3.4400645420219527,481.91234691591535,21.21391802877102,410.37215572531704,0.0
17.47862110276538,3.2996729807958736,360.2478232853297,20.238149512790844,493.0363057348536,0.0
47.799753216829366,2.052511962691324,504.604598913291,19.94399292376882,360.4198440593008,0.0
22.5115371627967,3.7130203607871244,490.93269317773996,14.620794761816233,475.4257458271927,0.0
36.24507743159931,1.1067216730317089,394.60227159634826,13.44729665185793,355.94547625090644,59.466
43.45396915850636,2.7491609435976283,375.86287636889097,2.5016045880438567,502.52858257882076,19.009
57.984059300151706,0.46344704339145104,362.6795795891056,6.904882212273971,499.29530865331674,39.992
48.0263747852163,0.9409199594648251,382.7696110866301,15.645488891679875,544.2502460527614,0.007
81.76892217400186,2.288194350153099,469.80265912987363,5.588962105538268,392.05567154821415,74.284
80.02309829844182,1.4613563409801222,475.4769758892352,8.16279236842185,363.8844520017254,46.363
44.539692154167994,0.5829247274960697,367.0530708638436,7.727343825122407,549.8107995712838,81.561
76.86494290287258,1.619924189362147,451.4630773013563,14.058552627989997,498.8849716683259,0.002
10.369907186273613,3.9631506024004657,464.63152714299355,15.762743298202226,534.8989879864707,0.0
2.9660610038294113,3.700580927315457,432.4405576867727,6.573291579366063,534.7846047388246,0.0
8.909761770761627,2.0209939022916408,497.3640038705173,8.947414767086322,474.280488674284,0.0
25.482270399157102,1.2603144637287973,461.474149152908,5.7765349008049265,433.55111107657484,6.141
61.00340813506139,1.7408342375052928,406.00976276771337,7.519902491006794,464.27630986017823,69.926
46.64674330859427,1.046151682104039,503.4376995281396,22.447921473921927,447.829489783365,0.0
54.374180544790995,2.039154404752275,392.84340012225454,15.972740148190246,508.9492275884743,0.058
45.03394269264102,1.6270393405657786,499.55988222663973,16.52744899406641,411.9310051426171,0.0
83.08400056243599,1.6398305569721585,369.78081092422855,18.464084217912713,539.3003736542067,78.206
81.47907677229448,0.502184861538409,412.53060194777487,1.529738283951909,363.78563928220956,18.328
39.76304688597001,4.029412415594829,467.7959174520013,7.366110714111669,417.05282391681806,0.0
14.662816996192594,2.7845697868749704,423.8012235704975,12.546421259925006,554.0220388103997,0.0
35.23541420227921,3.1291236886053984,502.316316549297,9.325537025651261,443.88716683787237,0.0
8.575183025668078,2.8171998971896888,413.2139927161434,3.83738040030965,384.90986066569434,83.762
